departure_city,arrival_city,departure_station,arrival_station,travel_time,departure_coordinates,arrival_coordinates
Nuits,Montbard,Nuits sous Ravières,Montbard,10,"47.7293070,4.21170900","47.6187410,4.33621200"
Montbard,Venarey-les-Laumes,Montbard,Les Laumes - Alésia,8,"47.6187410,4.33621200","47.5430540,4.46260200"
Venarey-les-Laumes,Dijon,Les Laumes - Alésia,Dijon,28,"47.5430540,4.46260200","47.3234110,5.02725600"
Dijon,Beaune,Dijon,Beaune,19,"47.3234110,5.02725600","47.0230140,4.84842300"
Beaune,Chagny,Beaune,Chagny,9,"47.0230140,4.84842300","46.9074240,4.74961300"
Chagny,Chalon-sur-Saône,Chagny,Chalon-sur-Saône,9,"46.9074240,4.74961300","46.7816220,4.84347900"
Chalon-sur-Saône,Tournus,Chalon-sur-Saône,Tournus,13,"46.7816220,4.84347900","46.5667240,4.90656200"
Tournus,Mâcon,Tournus,Mâcon,17,"46.5667240,4.90656200","46.3025720,4.82488700"
Mâcon,Belleville-en-Beaujolais,Mâcon,Belleville sur Sâone,12,"46.3025720,4.82488700","46.1119520,4.72901100"
Belleville-en-Beaujolais,Villefranche-sur-Saône,Belleville sur Sâone,Villefranche-sur-Saône,8,"46.1119520,4.72901100","45.9844820,4.72079800"
Villefranche-sur-Saône,Saint-Germain-au-Mont-d'Or,Villefranche-sur-Saône,Saint-Germain-au-Mont-d'Or,7,"45.9844820,4.72079800","45.8884310,4.80420600"
Saint-Germain-au-Mont-d'Or,Lyon,Saint-Germain-au-Mont-d'Or,Lyon Part Dieu,13,"45.8884310,4.80420600","45.7605960,4.85940900"
Paris,Sens,Paris Gare de Lyon Hall 1 - 2,Sens,56,"48.8449450,2.37348100","48.1978560,3.26783300"
Lyon,Lyon,Lyon Part Dieu,Lyon Perrache,8,"45.7605960,4.85940900","45.7485080,4.82577700"
Saint-Germain-au-Mont-d'Or,Lyon,Saint-Germain-au-Mont-d'Or,Lyon Perrache,17,"45.8884310,4.80420600","45.7485080,4.82577700"
Creil,Clermont,Creil,Clermont de l'Oise,9,"49.2646160,2.47081900","49.3849830,2.41772700"
Clermont,Saint-Just-en-Chaussée,Clermont de l'Oise,Saint-Just-en-Chaussée,9,"49.3849830,2.41772700","49.5034860,2.42958000"
Saint-Just-en-Chaussée,Longueau,Saint-Just-en-Chaussée,Longueau,24,"49.5034860,2.42958000","49.8646780,2.34993700"
Le Havre,Bréauté,Le Havre,Bréauté - Beuzeville,14,"49.4926240,0.12464400","49.6033960,0.41748900"
Bréauté,Yvetot,Bréauté - Beuzeville,Yvetot,13,"49.6033960,0.41748900","49.6221150,0.75013900"
Yvetot,Rouen,Yvetot,Rouen Rive Droite,23,"49.6221150,0.75013900","49.4486630,1.09410300"
Rouen,Paris,Rouen Rive Droite,Paris Saint-Lazare,87,"49.4486630,1.09410300","48.8762420,2.32533100"
Paris,Rouen,Paris Saint-Lazare,Rouen Rive Droite,77,"48.8762420,2.32533100","49.4486630,1.09410300"
Rouen,Yvetot,Rouen Rive Droite,Yvetot,20,"49.4486630,1.09410300","49.6221150,0.75013900"
Yvetot,Bréauté,Yvetot,Bréauté - Beuzeville,12,"49.6221150,0.75013900","49.6033960,0.41748900"
Bréauté,Le Havre,Bréauté - Beuzeville,Le Havre,14,"49.6033960,0.41748900","49.4926240,0.12464400"
Rouen,Le Havre,Rouen Rive Droite,Le Havre,43,"49.4486630,1.09410300","49.4926240,0.12464400"
Moulins,Varennes-sur-Allier,Moulins sur Allier,Varennes-sur-Allier,33,"46.5613940,3.33878200","46.3155000,3.39423900"
Varennes-sur-Allier,Saint-Germain-des-Fossés,Varennes-sur-Allier,Saint-Germain-des-Fossés,20,"46.3155000,3.39423900","46.2092390,3.43057400"
Saint-Germain-des-Fossés,Vichy,Saint-Germain-des-Fossés,Vichy,25,"46.2092390,3.43057400","46.1269910,3.43047600"
Le Havre,Rouen,Le Havre,Rouen Rive Droite,45,"49.4926240,0.12464400","49.4486630,1.09410300"
Dieppe,Val-de-Scie,Dieppe,Auffay,17,"49.9217880,1.08113300","49.7160910,1.09842400"
Val-de-Scie,Clères,Auffay,Clères,11,"49.7160910,1.09842400","49.5991130,1.10617500"
Clères,Eslettes,Clères,Montville,5,"49.5991130,1.10617500","49.5512840,1.07004600"
Eslettes,Rouen,Montville,Rouen Rive Droite,13,"49.5512840,1.07004600","49.4486630,1.09410300"
Rouen,Eslettes,Rouen Rive Droite,Montville,10,"49.4486630,1.09410300","49.5512840,1.07004600"
Eslettes,Clères,Montville,Clères,5,"49.5512840,1.07004600","49.5991130,1.10617500"
Clères,Val-de-Scie,Clères,Auffay,9,"49.5991130,1.10617500","49.7160910,1.09842400"
Val-de-Scie,Dieppe,Auffay,Dieppe,17,"49.7160910,1.09842400","49.9217880,1.08113300"
Paris,Évreux,Paris Saint-Lazare,Évreux Normandie,76,"48.8762420,2.32533100","49.0187480,1.14962900"
Évreux,Bernay,Évreux Normandie,Bernay,35,"49.0187480,1.14962900","49.0871160,0.59568800"
Bernay,Lisieux,Bernay,Lisieux,22,"49.0871160,0.59568800","49.1382990,0.23114300"
Lisieux,Caen,Lisieux,Caen,25,"49.1382990,0.23114300","49.1763540,-0.3476130"
Caen,Bayeux,Caen,Bayeux,16,"49.1763540,-0.3476130","49.2697290,-0.6981000"
Bayeux,Moon-sur-Elle,Bayeux,Lison,13,"49.2697290,-0.6981000","49.2268340,-1.0503390"
Moon-sur-Elle,Carentan-les-Marais,Lison,Carentan,11,"49.2268340,-1.0503390","49.3024820,-1.2449380"
Carentan-les-Marais,Valognes,Carentan,Valognes,14,"49.3024820,-1.2449380","49.5054540,-1.4798600"
Valognes,Cherbourg-en-Cotentin,Valognes,Cherbourg,16,"49.5054540,-1.4798600","49.6335180,-1.6214870"
Caen,Paris,Caen,Paris Saint-Lazare,117,"49.1763540,-0.3476130","48.8762420,2.32533100"
Cherbourg-en-Cotentin,Valognes,Cherbourg,Valognes,15,"49.6335180,-1.6214870","49.5054540,-1.4798600"
Valognes,Carentan-les-Marais,Valognes,Carentan,12,"49.5054540,-1.4798600","49.3024820,-1.2449380"
Carentan-les-Marais,Moon-sur-Elle,Carentan,Lison,10,"49.3024820,-1.2449380","49.2268340,-1.0503390"
Moon-sur-Elle,Bayeux,Lison,Bayeux,13,"49.2268340,-1.0503390","49.2697290,-0.6981000"
Bayeux,Caen,Bayeux,Caen,20,"49.2697290,-0.6981000","49.1763540,-0.3476130"
Paris,Caen,Paris Saint-Lazare,Caen,141,"48.8762420,2.32533100","49.1763540,-0.3476130"
Caen,Lisieux,Caen,Lisieux,21,"49.1763540,-0.3476130","49.1382990,0.23114300"
Lisieux,Bernay,Lisieux,Bernay,14,"49.1382990,0.23114300","49.0871160,0.59568800"
Bernay,Évreux,Bernay,Évreux Normandie,25,"49.0871160,0.59568800","49.0187480,1.14962900"
Évreux,Paris,Évreux Normandie,Paris Saint-Lazare,63,"49.0187480,1.14962900","48.8762420,2.32533100"
Caen,Mantes-la-Jolie,Caen,Mantes-la-Jolie,85,"49.1763540,-0.3476130","48.9898400,1.70337000"
Lisieux,Paris,Lisieux,Paris Saint-Lazare,96,"49.1382990,0.23114300","48.8762420,2.32533100"
Mantes-la-Jolie,Caen,Mantes-la-Jolie,Caen,84,"48.9898400,1.70337000","49.1763540,-0.3476130"
Lisieux,Pont-l'Évêque,Lisieux,Pont-l'Évêque,13,"49.1382990,0.23114300","49.2870440,0.19197400"
Pont-l'Évêque,Deauville,Pont-l'Évêque,Trouville - Deauville,9,"49.2870440,0.19197400","49.3600050,0.08416700"
Deauville,Pont-l'Évêque,Trouville - Deauville,Pont-l'Évêque,8,"49.3600050,0.08416700","49.2870440,0.19197400"
Pont-l'Évêque,Lisieux,Pont-l'Évêque,Lisieux,14,"49.2870440,0.19197400","49.1382990,0.23114300"
Dreux,Verneuil d'Avre et d'Iton,Dreux,Verneuil-sur-Avre,21,"48.7314920,1.37016400","48.7424860,0.92919200"
L'Aigle,Le Château-d'Almenêches,L'Aigle,Surdon,24,"48.7662290,0.62001400","48.6647690,0.13441000"
Argentan,Briouze,Argentan,Briouze,16,"48.7385450,-0.0252910","48.7018620,-0.3682040"
Briouze,Flers,Briouze,Flers,9,"48.7018620,-0.3682040","48.7447850,-0.5732160"
Flers,Vire Normandie,Flers,Vire,16,"48.7447850,-0.5732160","48.8463290,-0.8828840"
Vire Normandie,Villedieu-les-Poêles-Rouffigny,Vire,Villedieu-les-Poêles,15,"48.8463290,-0.8828840","48.8341500,-1.2254180"
Villedieu-les-Poêles-Rouffigny,Folligny,Villedieu-les-Poêles,Folligny,9,"48.8341500,-1.2254180","48.8299460,-1.4072230"
Folligny,Granville,Folligny,Granville,11,"48.8299460,-1.4072230","48.8383220,-1.5875470"
Granville,Villedieu-les-Poêles-Rouffigny,Granville,Villedieu-les-Poêles,18,"48.8383220,-1.5875470","48.8341500,-1.2254180"
Villedieu-les-Poêles-Rouffigny,Vire Normandie,Villedieu-les-Poêles,Vire,16,"48.8341500,-1.2254180","48.8463290,-0.8828840"
Vire Normandie,Flers,Vire,Flers,17,"48.8463290,-0.8828840","48.7447850,-0.5732160"
Flers,Briouze,Flers,Briouze,10,"48.7447850,-0.5732160","48.7018620,-0.3682040"
Briouze,Argentan,Briouze,Argentan,18,"48.7018620,-0.3682040","48.7385450,-0.0252910"
Dreux,Versailles,Dreux,Versailles Chantiers,45,"48.7314920,1.37016400","48.7958260,2.13588300"
Versailles,Paris,Versailles Chantiers,Paris Montparnasse Vaugirard,12,"48.7958260,2.13588300","48.8411720,2.32051400"
Villedieu-les-Poêles-Rouffigny,Granville,Villedieu-les-Poêles,Granville,19,"48.8341500,-1.2254180","48.8383220,-1.5875470"
Paris,Versailles,Paris Montparnasse Vaugirard,Versailles Chantiers,11,"48.8411720,2.32051400","48.7958260,2.13588300"
Versailles,Dreux,Versailles Chantiers,Dreux,35,"48.7958260,2.13588300","48.7314920,1.37016400"
Paris,Dreux,Paris Montparnasse Vaugirard,Dreux,46,"48.8411720,2.32051400","48.7314920,1.37016400"
Verneuil d'Avre et d'Iton,Dreux,Verneuil-sur-Avre,Dreux,21,"48.7424860,0.92919200","48.7314920,1.37016400"
Paris,Verneuil d'Avre et d'Iton,Paris Montparnasse Vaugirard,Verneuil-sur-Avre,67,"48.8411720,2.32051400","48.7424860,0.92919200"
L'Aigle,Argentan,L'Aigle,Argentan,36,"48.7662290,0.62001400","48.7385450,-0.0252910"
Argentan,Flers,Argentan,Flers,26,"48.7385450,-0.0252910","48.7447850,-0.5732160"
Paris,Verneuil d'Avre et d'Iton,Paris Montparnasse Hall 1 - 2,Verneuil-sur-Avre,67,"48.8411720,2.32051400","48.7424860,0.92919200"
Flers,Argentan,Flers,Argentan,24,"48.7447850,-0.5732160","48.7385450,-0.0252910"
Verneuil d'Avre et d'Iton,Paris,Verneuil-sur-Avre,Paris Montparnasse Vaugirard,66,"48.7424860,0.92919200","48.8411720,2.32051400"
Verneuil d'Avre et d'Iton,Paris,Verneuil-sur-Avre,Paris Montparnasse Hall 1 - 2,65,"48.7424860,0.92919200","48.8411720,2.32051400"
Paris,L'Aigle,Paris Montparnasse Hall 1 - 2,L'Aigle,80,"48.8411720,2.32051400","48.7662290,0.62001400"
Argentan,L'Aigle,Argentan,L'Aigle,29,"48.7385450,-0.0252910","48.7662290,0.62001400"
L'Aigle,Paris,L'Aigle,Paris Montparnasse Hall 1 - 2,75,"48.7662290,0.62001400","48.8411720,2.32051400"
Granville,Folligny,Granville,Folligny,9,"48.8383220,-1.5875470","48.8299460,-1.4072230"
Folligny,Villedieu-les-Poêles-Rouffigny,Folligny,Villedieu-les-Poêles,11,"48.8299460,-1.4072230","48.8341500,-1.2254180"
Folligny,Avranches,Folligny,Avranches,13,"48.8299460,-1.4072230","48.6900410,-1.3696120"
Avranches,Pontorson,Avranches,Pontorson - Mont-Saint-Michel,18,"48.6900410,-1.3696120","48.5527290,-1.5049310"
Pontorson,Avranches,Pontorson - Mont-Saint-Michel,Avranches,16,"48.5527290,-1.5049310","48.6900410,-1.3696120"
Avranches,Folligny,Avranches,Folligny,15,"48.6900410,-1.3696120","48.8299460,-1.4072230"
Granville,Avranches,Granville,Avranches,30,"48.8383220,-1.5875470","48.6900410,-1.3696120"
Avranches,Rennes,Avranches,Rennes Beaulieu Chimie,68,"48.6900410,-1.3696120","48.1170980,-1.6339050"
Rennes,Rennes,Rennes Beaulieu Chimie,Rennes,12,"48.1170980,-1.6339050","48.1035170,-1.6727440"
Rennes,Rennes,Rennes,Rennes Beaulieu Chimie,12,"48.1035170,-1.6727440","48.1170980,-1.6339050"
Rennes,Avranches,Rennes Beaulieu Chimie,Avranches,68,"48.1170980,-1.6339050","48.6900410,-1.3696120"
Avranches,Granville,Avranches,Granville,30,"48.6900410,-1.3696120","48.8383220,-1.5875470"
Caen,Torigny-les-Villes,Caen,Guilberville-le Saussey,45,"49.1763540,-0.3476130","48.9821270,-0.9541020"
Torigny-les-Villes,Avranches,Guilberville-le Saussey,Avranches,45,"48.9821270,-0.9541020","48.6900410,-1.3696120"
Avranches,Torigny-les-Villes,Avranches,Guilberville-le Saussey,44,"48.6900410,-1.3696120","48.9821270,-0.9541020"
Torigny-les-Villes,Caen,Guilberville-le Saussey,Caen,45,"48.9821270,-0.9541020","49.1763540,-0.3476130"
Fleury-les-Aubrais,Salbris,Les Aubrais,Salbris,25,"47.9268010,1.90712900","47.4251860,2.04775100"
Salbris,Vierzon,Salbris,Vierzon,13,"47.4251860,2.04775100","47.2263240,2.05909200"
Vierzon,Bourges,Vierzon,Bourges,19,"47.2263240,2.05909200","47.0941290,2.39423600"
Nevers,Bourges,Nevers,Bourges,39,"46.9872820,3.15074300","47.0941290,2.39423600"
Bourges,Vierzon,Bourges,Vierzon,18,"47.0941290,2.39423600","47.2263240,2.05909200"
Vierzon,Salbris,Vierzon,Salbris,13,"47.2263240,2.05909200","47.4251860,2.04775100"
Salbris,Fleury-les-Aubrais,Salbris,Les Aubrais,25,"47.4251860,2.04775100","47.9268010,1.90712900"
Bourges,Nevers,Bourges,Nevers,39,"47.0941290,2.39423600","46.9872820,3.15074300"
Bayonne,Biarritz,Bayonne,Biarritz,25,"43.4966350,-1.4700570","43.4593870,-1.5459370"
Biarritz,Guéthary,Biarritz,Guéthary,10,"43.4593870,-1.5459370","43.4252380,-1.6099720"
Guéthary,Saint-Jean-de-Luz,Guéthary,Saint-Jean-de-Luz - Ciboure,10,"43.4252380,-1.6099720","43.3860650,-1.6611970"
Saint-Jean-de-Luz,Hendaye,Saint-Jean-de-Luz - Ciboure,Les Deux Jumeaux,20,"43.3860650,-1.6611970","43.3702460,-1.7643110"
Hendaye,Hendaye,Les Deux Jumeaux,Hendaye,5,"43.3702460,-1.7643110","43.3529820,-1.7813190"
Hendaye,Hendaye,Hendaye,Les Deux Jumeaux,5,"43.3529820,-1.7813190","43.3702460,-1.7643110"
Hendaye,Saint-Jean-de-Luz,Les Deux Jumeaux,Saint-Jean-de-Luz - Ciboure,20,"43.3702460,-1.7643110","43.3860650,-1.6611970"
Saint-Jean-de-Luz,Guéthary,Saint-Jean-de-Luz - Ciboure,Guéthary,10,"43.3860650,-1.6611970","43.4252380,-1.6099720"
Guéthary,Biarritz,Guéthary,Biarritz,10,"43.4252380,-1.6099720","43.4593870,-1.5459370"
Biarritz,Bayonne,Biarritz,Bayonne,25,"43.4593870,-1.5459370","43.4966350,-1.4700570"
Langon,Bordeaux,Langon,Bordeaux Saint-Jean,40,"44.5541770,-0.2551910","44.8252330,-0.5568750"
Bordeaux,Langon,Bordeaux Saint-Jean,Langon,40,"44.8252330,-0.5568750","44.5541770,-0.2551910"
Bordeaux,Mérignac,Bordeaux Saint-Jean,Mérignac Arlac,25,"44.8252330,-0.5568750","44.8265600,-0.6261400"
Mérignac,Bordeaux,Mérignac Arlac,Caudéran-Mérignac,10,"44.8265600,-0.6261400","44.8425520,-0.6280550"
Bordeaux,Le Bouscat,Caudéran-Mérignac,Le Bouscat Sainte-Germaine,15,"44.8425520,-0.6280550","44.8709270,-0.6140490"
Le Bouscat,Bruges,Le Bouscat Sainte-Germaine,Bruges,5,"44.8709270,-0.6140490","44.8859330,-0.6109210"
Bruges,Blanquefort,Bruges,Blanquefort,10,"44.8859330,-0.6109210","44.9176720,-0.6241100"
Blanquefort,Parempuyre,Blanquefort,Parempuyre,9,"44.9176720,-0.6241100","44.9447030,-0.6193400"
Parempuyre,Ludon-Médoc,Parempuyre,Ludon,8,"44.9447030,-0.6193400","44.9742910,-0.6116890"
Ludon-Médoc,Macau,Ludon,Macau,7,"44.9742910,-0.6116890","45.0041710,-0.6198590"
Macau,Margaux-Cantenac,Macau,Margaux,10,"45.0041710,-0.6198590","45.0359160,-0.6853930"
Margaux-Cantenac,Moulis-en-Médoc,Margaux,Moulis - Listrac,15,"45.0359160,-0.6853930","45.0840700,-0.7444200"
Moulis-en-Médoc,Pauillac,Moulis - Listrac,Pauillac,18,"45.0840700,-0.7444200","45.2035990,-0.7547390"
Pauillac,Lesparre-Médoc,Pauillac,Lesparre,25,"45.2035990,-0.7547390","45.3036990,-0.9452370"
Lesparre-Médoc,Soulac-sur-Mer,Lesparre,Soulac-sur-Mer,30,"45.3036990,-0.9452370","45.5082060,-1.1181730"
Soulac-sur-Mer,Le Verdon-sur-Mer,Soulac-sur-Mer,Le Verdon,13,"45.5082060,-1.1181730","45.5491120,-1.0648560"
Lesparre-Médoc,Pauillac,Lesparre,Pauillac,25,"45.3036990,-0.9452370","45.2035990,-0.7547390"
Pauillac,Moulis-en-Médoc,Pauillac,Moulis - Listrac,18,"45.2035990,-0.7547390","45.0840700,-0.7444200"
Moulis-en-Médoc,Margaux-Cantenac,Moulis - Listrac,Margaux,15,"45.0840700,-0.7444200","45.0359160,-0.6853930"
Margaux-Cantenac,Macau,Margaux,Macau,10,"45.0359160,-0.6853930","45.0041710,-0.6198590"
Macau,Ludon-Médoc,Macau,Ludon,7,"45.0041710,-0.6198590","44.9742910,-0.6116890"
Ludon-Médoc,Parempuyre,Ludon,Parempuyre,8,"44.9742910,-0.6116890","44.9447030,-0.6193400"
Parempuyre,Blanquefort,Parempuyre,Blanquefort,9,"44.9447030,-0.6193400","44.9176720,-0.6241100"
Blanquefort,Bruges,Blanquefort,Bruges,10,"44.9176720,-0.6241100","44.8859330,-0.6109210"
Bruges,Le Bouscat,Bruges,Le Bouscat Sainte-Germaine,6,"44.8859330,-0.6109210","44.8709270,-0.6140490"
Le Bouscat,Bordeaux,Le Bouscat Sainte-Germaine,Caudéran-Mérignac,15,"44.8709270,-0.6140490","44.8425520,-0.6280550"
Bordeaux,Mérignac,Caudéran-Mérignac,Mérignac Arlac,10,"44.8425520,-0.6280550","44.8265600,-0.6261400"
Mérignac,Bordeaux,Mérignac Arlac,Bordeaux Saint-Jean,25,"44.8265600,-0.6261400","44.8252330,-0.5568750"
Le Verdon-sur-Mer,Soulac-sur-Mer,Le Verdon,Soulac-sur-Mer,13,"45.5491120,-1.0648560","45.5082060,-1.1181730"
Soulac-sur-Mer,Lesparre-Médoc,Soulac-sur-Mer,Lesparre,30,"45.5082060,-1.1181730","45.3036990,-0.9452370"
Bordeaux,Biganos,Bordeaux Saint-Jean,Biganos Facture,50,"44.8252330,-0.5568750","44.6377420,-0.9659010"
Biganos,Bordeaux,Biganos Facture,Bordeaux Saint-Jean,50,"44.6377420,-0.9659010","44.8252330,-0.5568750"
Arcachon,La Teste-de-Buch,Arcachon,La Teste,7,"44.6591180,-1.1651760","44.6368490,-1.1430930"
La Teste-de-Buch,Gujan-Mestras,La Teste,La Hume,9,"44.6368490,-1.1430930","44.6399140,-1.1160430"
Gujan-Mestras,Gujan-Mestras,La Hume,Gujan-Mestras,10,"44.6399140,-1.1160430","44.6405140,-1.0690750"
Gujan-Mestras,Le Teich,Gujan-Mestras,Le Teich,11,"44.6405140,-1.0690750","44.6324800,-1.0255640"
Le Teich,Biganos,Le Teich,Biganos Facture,12,"44.6324800,-1.0255640","44.6377420,-0.9659010"
Biganos,Le Teich,Biganos Facture,Le Teich,9,"44.6377420,-0.9659010","44.6324800,-1.0255640"
Le Teich,Gujan-Mestras,Le Teich,Gujan-Mestras,10,"44.6324800,-1.0255640","44.6405140,-1.0690750"
Gujan-Mestras,Gujan-Mestras,Gujan-Mestras,La Hume,10,"44.6405140,-1.0690750","44.6399140,-1.1160430"
Gujan-Mestras,La Teste-de-Buch,La Hume,La Teste,6,"44.6399140,-1.1160430","44.6368490,-1.1430930"
La Teste-de-Buch,Arcachon,La Teste,Arcachon,12,"44.6368490,-1.1430930","44.6591180,-1.1651760"
Biganos,Marcheprime,Biganos Facture,Marcheprime,15,"44.6377420,-0.9659010","44.6906690,-0.8540050"
Marcheprime,Cestas,Marcheprime,Gazinet - Cestas,20,"44.6906690,-0.8540050","44.7722600,-0.6996970"
Cestas,Pessac,Gazinet - Cestas,Pessac-Alouette,13,"44.7722600,-0.6996970","44.7943190,-0.6596300"
Pessac,Pessac,Pessac-Alouette,Pessac,10,"44.7943190,-0.6596300","44.8046210,-0.6317840"
Pessac,Bordeaux,Pessac,Bordeaux Saint-Jean,28,"44.8046210,-0.6317840","44.8252330,-0.5568750"
Bordeaux,Pessac,Bordeaux Saint-Jean,Pessac,28,"44.8252330,-0.5568750","44.8046210,-0.6317840"
Pessac,Pessac,Pessac,Pessac-Alouette,11,"44.8046210,-0.6317840","44.7943190,-0.6596300"
Pessac,Cestas,Pessac-Alouette,Gazinet - Cestas,13,"44.7943190,-0.6596300","44.7722600,-0.6996970"
Cestas,Marcheprime,Gazinet - Cestas,Marcheprime,18,"44.7722600,-0.6996970","44.6906690,-0.8540050"
Marcheprime,Biganos,Marcheprime,Biganos Facture,14,"44.6906690,-0.8540050","44.6377420,-0.9659010"
Biganos,Morcenx-la-Nouvelle,Biganos Facture,Morcenx,75,"44.6377420,-0.9659010","44.0335650,-0.9086400"
Morcenx-la-Nouvelle,Dax,Morcenx,Dax,45,"44.0335650,-0.9086400","43.7204720,-1.0498010"
Dax,Saint-Vincent-de-Tyrosse,Dax,Saint-Vincent-de-Tyrosse,30,"43.7204720,-1.0498010","43.6578030,-1.3064210"
Saint-Vincent-de-Tyrosse,Bayonne,Saint-Vincent-de-Tyrosse,Bayonne,30,"43.6578030,-1.3064210","43.4966350,-1.4700570"
Dax,Saint-Geours-de-Maremne,Dax,Saint-Geours,20,"43.7204720,-1.0498010","43.6875540,-1.2286560"
Saint-Geours-de-Maremne,Saint-Vincent-de-Tyrosse,Saint-Geours,Saint-Vincent-de-Tyrosse,10,"43.6875540,-1.2286560","43.6578030,-1.3064210"
Saint-Vincent-de-Tyrosse,Bénesse-Maremne,Saint-Vincent-de-Tyrosse,Bénesse-Maremne,7,"43.6578030,-1.3064210","43.6331980,-1.3606580"
Bénesse-Maremne,Labenne,Bénesse-Maremne,Labenne,7,"43.6331980,-1.3606580","43.5872120,-1.4289530"
Labenne,Ondres,Labenne,Ondres,7,"43.5872120,-1.4289530","43.5687470,-1.4570380"
Ondres,Boucau,Ondres,Boucau,9,"43.5687470,-1.4570380","43.5236010,-1.4902590"
Boucau,Bayonne,Boucau,Bayonne,10,"43.5236010,-1.4902590","43.4966350,-1.4700570"
Bordeaux,Villenave-d'Ornon,Bordeaux Saint-Jean,Villenave-d'Ornon,15,"44.8252330,-0.5568750","44.7694440,-0.5460660"
Villenave-d'Ornon,Cadaujac,Villenave-d'Ornon,Cadaujac,5,"44.7694440,-0.5460660","44.7521200,-0.5406480"
Cadaujac,Saint-Médard-d'Eyrans,Cadaujac,Saint-Médard-d'Eyrans,9,"44.7521200,-0.5406480","44.7168570,-0.5057170"
Saint-Médard-d'Eyrans,Beautiran,Saint-Médard-d'Eyrans,Beautiran,10,"44.7168570,-0.5057170","44.7010590,-0.4501740"
Beautiran,Portets,Beautiran,Portets,6,"44.7010590,-0.4501740","44.6929000,-0.4253930"
Portets,Arbanats,Portets,Arbanats,6,"44.6929000,-0.4253930","44.6730710,-0.3964090"
Arbanats,Podensac,Arbanats,Podensac,6,"44.6730710,-0.3964090","44.6490460,-0.3583220"
Podensac,Cérons,Podensac,Cérons,7,"44.6490460,-0.3583220","44.6323460,-0.3405260"
Cérons,Barsac,Cérons,Barsac,11,"44.6323460,-0.3405260","44.6054310,-0.3215780"
Barsac,Langon,Barsac,Langon,12,"44.6054310,-0.3215780","44.5541770,-0.2551910"
Langon,Barsac,Langon,Barsac,11,"44.5541770,-0.2551910","44.6054310,-0.3215780"
Barsac,Cérons,Barsac,Cérons,9,"44.6054310,-0.3215780","44.6323460,-0.3405260"
Cérons,Podensac,Cérons,Podensac,7,"44.6323460,-0.3405260","44.6490460,-0.3583220"
Podensac,Arbanats,Podensac,Arbanats,6,"44.6490460,-0.3583220","44.6730710,-0.3964090"
Arbanats,Portets,Arbanats,Portets,6,"44.6730710,-0.3964090","44.6929000,-0.4253930"
Portets,Beautiran,Portets,Beautiran,6,"44.6929000,-0.4253930","44.7010590,-0.4501740"
Beautiran,Saint-Médard-d'Eyrans,Beautiran,Saint-Médard-d'Eyrans,10,"44.7010590,-0.4501740","44.7168570,-0.5057170"
Saint-Médard-d'Eyrans,Cadaujac,Saint-Médard-d'Eyrans,Cadaujac,11,"44.7168570,-0.5057170","44.7521200,-0.5406480"
Cadaujac,Villenave-d'Ornon,Cadaujac,Villenave-d'Ornon,4,"44.7521200,-0.5406480","44.7694440,-0.5460660"
Villenave-d'Ornon,Bordeaux,Villenave-d'Ornon,Bordeaux Saint-Jean,16,"44.7694440,-0.5460660","44.8252330,-0.5568750"
Barsac,Preignac,Barsac,Preignac,5,"44.6054310,-0.3215780","44.5784700,-0.3020950"
Preignac,Langon,Preignac,Langon,7,"44.5784700,-0.3020950","44.5541770,-0.2551910"
Langon,Preignac,Langon,Preignac,4,"44.5541770,-0.2551910","44.5784700,-0.3020950"
Preignac,Barsac,Preignac,Barsac,7,"44.5784700,-0.3020950","44.6054310,-0.3215780"
Langon,Saint-Macaire,Langon,Saint-Macaire,6,"44.5541770,-0.2551910","44.5683820,-0.2270950"
Saint-Macaire,Saint-Pierre-d'Aurillac,Saint-Macaire,Saint-Pierre-d'Aurillac,7,"44.5683820,-0.2270950","44.5749990,-0.1877220"
Saint-Pierre-d'Aurillac,Caudrot,Saint-Pierre-d'Aurillac,Caudrot,8,"44.5749990,-0.1877220","44.5798920,-0.1450220"
Caudrot,Gironde-sur-Dropt,Caudrot,Gironde,8,"44.5798920,-0.1450220","44.5834220,-0.0918710"
Gironde-sur-Dropt,La Réole,Gironde,La Réole,10,"44.5834220,-0.0918710","44.5797700,-0.0306740"
